species,eiv_light,eiv_temperature,eiv_moisture,eiv_reaction,eiv_nutrients,eiv_salinity
Melissa officinalis ssp. officinalis,6,6,4,7,5,0
Melittis melissophyllum,6,7,4,7,4,0
Mentha x piperita,8,7,6,7,6,1
Mentha x verticillata,7,5,8,6,5,1
Mentha x verticillata agg.,7,5,8,6,5,0
Mentha aquatica,7,5,9,7,7,1
Mentha arvensis,7,5,7,5,6,1
Mentha longifolia,7,5,8,8,7,1
Mentha longifolia ssp. longifolia,7,5,8,8,7,1
Mentha pulegium,8,7,7,8,6,3
Mentha spicata,7,7,8,8,7,1
Mentha spicata agg.,7,6,8,8,7,1
Mentha spicata s. lat.,7,7,8,8,7,1
Mentha spicata ssp. condensata,7,7,8,8,7,1
Mentha spicata ssp. spicata,7,7,8,8,7,1
Mentha suaveolens,8,6,7,6,5,1
Menyanthes trifoliata,7,4,10,4,3,0
Mercurialis annua,7,7,4,7,7,0
Mercurialis ovata,5,7,4,7,5,0
Mercurialis perennis,3,5,5,7,7,0
Mercurialis perennis agg.,4,6,5,7,7,0
Meum athamanticum,8,4,6,3,4,0
Microrrhinum minus,9,6,4,7,5,0
Microthlaspi perfoliatum,8,6,4,8,4,0
Milium effusum,4,5,6,6,6,0
Mimulus guttatus,7,5,9,6,6,0
Mimulus moschatus,7,6,9,5,6,0
Minuartia caespitosa,8,5,3,7,2,0
Minuartia corcontica,9,2,5,6,2,0
Minuartia glaucina,9,8,2,8,2,0
Minuartia rubra,9,7,2,9,2,0
Minuartia setacea,8,7,2,8,2,0
Minuartia smejkalii,7,5,4,7,2,0
Minuartia verna agg.,8,5,3,7,2,0
Minuartia viscosa,9,7,2,4,2,0
Misopates orontium,8,7,4,6,5,0
Moehringia muscosa,5,3,7,9,2,0
Moehringia trinervia,4,5,5,6,7,0
Moenchia erecta,9,7,2,4,1,0
Molinia arundinacea,6,6,6,5,3,1
Molinia caerulea,6,5,7,5,3,0
Molinia caerulea agg.,6,5,7,5,3,1
Moneses uniflora,4,4,6,4,3,0
Monotropa hypophegea,3,5,5,6,4,0
Monotropa hypopitys,3,5,5,4,3,0
Monotropa hypopitys agg.,3,5,5,5,3,0
Montia arvensis,8,4,7,4,3,0
Montia fontana,8,4,9,4,3,0
Montia fontana agg.,8,4,9,4,3,0
Montia fontana ssp. amporitana,8,4,9,4,3,0
Montia fontana ssp. fontana,8,4,9,4,3,0
Muscari armeniacum,7,6,5,7,7,0
Muscari comosum,7,7,3,7,4,0
Muscari neglectum,7,8,3,7,4,0
Muscari tenuiflorum,7,8,3,8,3,0
Myagrum perfoliatum,6,7,4,9,4,1
Mycelis muralis,4,5,5,6,6,0
Myosotis arvensis,7,6,5,5,6,0
Myosotis arvensis ssp. arvensis,7,6,5,5,6,0
Myosotis brevisetacea,7,6,9,5,6,0
Myosotis caespitosa,7,6,9,5,7,0
Myosotis discolor,8,7,4,4,4,0
Myosotis discolor ssp. discolor,8,7,4,4,4,0
Myosotis nemorosa,7,5,8,5,6,0
Myosotis palustris,6,5,8,5,6,1
Myosotis palustris agg.,7,6,8,5,6,1
Myosotis palustris ssp. laxiflora,6,5,8,5,6,1
Myosotis palustris ssp. palustris,6,5,8,5,6,1
Myosotis ramosissima,9,6,3,6,3,0
Myosotis ramosissima ssp. ramosissima,9,6,3,6,3,0
Myosotis sparsiflora,5,6,6,7,7,0
Myosotis stenophylla,8,5,3,8,2,0
Myosotis stricta,8,6,3,6,2,0
Myosotis sylvatica,6,5,5,6,7,0
Myosoton aquaticum,6,5,8,7,8,1
Myosurus minimus,8,7,6,6,5,1
Myricaria germanica,9,5,8,8,3,0
Myriophyllum alterniflorum,7,5,12,6,5,0
Myriophyllum spicatum,5,6,12,8,7,1
Myriophyllum verticillatum,5,6,12,7,7,0
Myrrhis odorata,7,4,6,7,7,0
Najas marina,5,7,12,9,6,2
Najas minor,6,7,12,8,5,2
Nardus stricta,8,4,6,2,2,0
Nasturtium microphyllum,7,6,10,6,7,1
Nasturtium officinale,7,5,10,7,7,1
Nasturtium officinale agg.,7,5,10,7,7,1
Neottia nidus-avis,3,6,5,7,5,0
Nepeta cataria,7,7,4,7,7,1
Nepeta nuda,7,7,4,8,4,0
Nepeta nuda ssp. nuda,7,7,4,8,4,0
Neslia paniculata,7,6,4,7,5,0
Neslia paniculata ssp. paniculata,7,6,4,7,5,0
Nigella arvensis,8,7,3,8,3,0
Nigella damascena,8,8,3,6,4,0
Noccaea caerulescens,7,6,5,5,4,0
Noccaea caerulescens ssp. caerulescens,7,6,5,5,4,0
Noccaea montana,6,5,4,8,3,0
Nonea pulla,8,6,3,8,4,0
Notholaena marantae,9,9,1,7,2,0
Nuphar lutea,8,6,11,7,7,0
Nuphar pumila,8,4,11,4,4,0
Nymphaea alba,8,7,11,7,6,0
Nymphaea candida,8,6,11,5,4,0
Nymphoides peltata,8,7,11,8,7,0
Odontites luteus,8,7,3,8,2,0
Odontites vernus,6,6,6,6,5,1
Odontites vernus ssp. serotinus,6,6,6,6,5,2
Odontites vernus ssp. vernus,6,6,5,6,6,1
Oenanthe aquatica,7,6,10,7,7,1
Oenanthe fistulosa,7,7,9,7,5,1
Oenanthe silaifolia,8,6,8,7,6,2
Oenanthe silaifolia ssp. silaifolia,8,6,8,7,6,2
Oenothera biennis,9,7,4,6,4,0
Oenothera biennis agg.,9,7,4,6,4,0
Oenothera glazioviana,9,7,3,7,4,0
Omphalodes scorpioides,4,6,6,7,7,0
Omphalodes verna,4,6,5,7,6,0
Onobrychis arenaria,8,7,3,8,3,0
Onobrychis arenaria ssp. arenaria,8,7,3,8,3,0
Onobrychis viciifolia,8,6,4,8,4,0
Onobrychis viciifolia agg.,8,6,4,8,4,0
Ononis arvensis,8,6,4,7,3,1
Ononis repens,8,5,4,7,3,0
Ononis spinosa,8,6,4,7,3,1
Ononis spinosa ssp. spinosa,8,6,4,7,3,1
Onopordum acanthium,9,7,4,7,8,1
Onosma arenaria,9,8,3,7,2,0
Ophioglossum vulgatum,6,6,7,7,3,0
Ophrys apifera,7,6,4,8,3,0
Ophrys holoserica,8,7,4,8,3,0
Ophrys holoserica ssp. holubyana,8,7,4,8,3,0
Ophrys insectifera,7,5,4,8,3,0
Orchis coriophora,8,7,7,5,2,0
Orchis coriophora ssp. coriophora,8,7,7,7,2,0
Orchis mascula,6,6,4,7,3,0
Orchis mascula ssp. mascula,6,6,4,7,3,0
Orchis mascula ssp. speciosa,6,6,4,7,3,0
Orchis mascula var. fallax,6,6,4,7,3,0
Orchis militaris,7,7,4,8,2,0
Orchis morio,8,5,4,6,3,0
Orchis morio ssp. morio,8,5,4,6,3,0
Orchis pallens,5,5,5,7,4,0
Orchis palustris,8,6,9,8,3,1
Orchis purpurea,6,7,4,8,3,0
Orchis tridentata,8,7,3,8,3,0
Orchis ustulata,7,5,4,7,3,0
Orchis ustulata var. aestivalis,7,5,4,7,3,0
Orchis ustulata var. ustulata,7,5,4,7,3,0
Origanum vulgare,7,6,3,7,3,0
Origanum vulgare ssp. megastachyum,7,6,3,7,3,0
Origanum vulgare ssp. vulgare,7,6,3,7,3,0
Orlaya grandiflora,8,7,3,9,4,0
Ornithogalum boucheanum,6,7,4,6,7,0
Ornithogalum brevistylum,8,7,4,7,3,0
Ornithogalum kochii,7,7,3,7,4,0
Ornithogalum nutans,6,7,4,7,7,0
Ornithogalum nutans agg.,6,7,4,7,7,0
Ornithogalum pyrenaicum,6,6,5,7,5,0
Ornithogalum pyrenaicum ssp. sphaerocarpum,6,6,5,7,5,0
Ornithogalum umbellatum,7,6,3,7,6,0
Ornithogalum umbellatum agg.,7,7,3,7,5,0
Ornithopus perpusillus,7,6,3,2,2,0
Orobanche alba,8,7,3,8,3,0
Orobanche alba ssp. alba,8,7,3,8,3,0
Orobanche alba ssp. major,8,7,3,8,3,0
Orobanche alsatica,7,7,3,8,3,0
Orobanche artemisiae-campestris,8,8,2,8,2,0
Orobanche caryophyllacea,8,6,3,8,3,0
Orobanche coerulescens,9,7,2,8,2,0
Orobanche elatior,8,7,4,8,3,0
Orobanche flava,5,4,7,7,6,0
Orobanche hederae,4,6,5,6,6,0
Orobanche kochii,8,7,4,8,3,0
Orobanche lutea,7,6,3,7,4,0
Orobanche minor,7,6,5,7,5,0
Orobanche picridis,8,7,4,7,4,0
Orobanche reticulata,7,5,4,8,5,0
Orobanche teucrii,8,6,2,8,2,0
Orthilia secunda,4,5,5,5,3,0
Orthilia secunda ssp. secunda,4,5,5,5,3,0
Osmunda regalis,5,6,8,4,5,0
Ostrya carpinifolia,4,8,4,7,5,0
Oxalis acetosella,2,5,6,4,6,0
Oxalis corniculata,7,7,4,7,6,0
Oxalis corniculata var. corniculata,7,7,4,7,6,0
Oxalis corniculata var. repens,7,7,4,7,6,0
Oxalis dillenii,7,7,5,7,7,0
Oxalis pes-caprae,7,9,4,6,6,0
Oxalis stricta,7,6,5,7,7,0
Oxybaphus nyctagineus,8,8,4,5,4,0
Oxytropis pilosa,9,7,2,8,2,0
Panicum capillare,8,7,4,6,6,0
Panicum capillare ssp. barbipulvinatum,8,7,4,6,6,0
Panicum capillare ssp. capillare,8,7,4,6,6,0
Panicum miliaceum,8,7,4,6,6,0
Panicum miliaceum ssp. agricola,8,7,4,6,6,0
Panicum miliaceum ssp. miliaceum,8,7,4,6,6,0
Panicum miliaceum ssp. ruderale,8,7,4,6,6,0
Papaver argemone,8,6,4,5,5,0
Papaver confine,7,6,4,8,5,0
Papaver dubium,7,6,4,5,5,0
Papaver dubium agg.,7,6,4,6,5,0
Papaver hybridum,7,7,4,8,5,0
Papaver lecoqii,7,7,4,7,5,0
Papaver maculosum,7,7,4,7,4,0
Papaver maculosum ssp. austromoravicum,7,7,4,7,4,0
Papaver rhoeas,7,6,4,7,6,0
Papaver rhoeas var. rhoeas,7,6,4,7,6,0
Papaver rhoeas var. strigosum,7,6,4,7,6,0
Papaver somniferum,7,6,4,7,6,0
Parietaria judaica,8,9,3,7,7,2
Parietaria officinalis,5,7,6,7,7,0
Parietaria pensylvanica,7,7,5,7,7,0
Paris quadrifolia,3,5,6,7,7,0
Parnassia palustris,8,4,8,7,2,0
Parthenocissus inserta,6,6,5,7,7,0
Parthenocissus quinquefolia,6,6,5,7,7,0
Parthenocissus quinquefolia agg.,6,6,5,7,7,0
Parthenocissus tricuspidata,7,6,5,7,7,0
Pastinaca sativa,8,6,5,7,5,1
Pastinaca sativa ssp. sativa,8,6,5,7,5,1
Pastinaca sativa ssp. urens,8,6,5,7,5,0
Pedicularis exaltata,7,6,4,7,5,0
Pedicularis palustris,7,4,9,6,2,0
Pedicularis palustris ssp. opsiantha,7,4,9,6,2,0
Pedicularis palustris ssp. palustris,7,4,9,6,2,0
Pedicularis sceptrum-carolinum,8,5,8,8,2,0
Pedicularis sudetica,8,2,7,2,2,0
Pedicularis sudetica ssp. sudetica,8,2,7,2,2,0
Pedicularis sylvatica,7,5,7,2,2,0
Pedicularis sylvatica ssp. sylvatica,7,5,7,2,2,0
Peplis portula,8,6,8,4,5,1
Persicaria amphibia,7,5,10,6,7,1
Persicaria hydropiper,7,6,8,5,7,1
Persicaria lapathifolia,6,6,7,6,8,1
Persicaria lapathifolia ssp. brittingeri,6,6,7,6,8,1
Persicaria lapathifolia ssp. lapathifolia,6,6,7,6,8,1
Persicaria lapathifolia ssp. pallida,6,6,6,6,8,1
Persicaria maculosa,7,6,5,7,7,1
Persicaria minor,7,6,8,5,8,0
Persicaria mitis,7,6,8,6,7,1
Petasites albus,4,4,7,6,6,0
Petasites hybridus,7,5,8,7,8,0
Petasites hybridus ssp. hybridus,7,5,8,7,8,0
Petasites kablikianus,7,4,7,7,7,0
Petrorhagia prolifera,8,7,3,5,3,0
Petrorhagia saxifraga,9,7,2,5,2,0
Peucedanum alsaticum,7,7,4,8,3,0
Peucedanum arenarium,8,7,3,8,3,0
Peucedanum arenarium ssp. arenarium,8,7,3,8,3,0
Peucedanum carvifolia,8,7,5,7,5,0
Peucedanum cervaria,7,6,3,7,3,0
Peucedanum officinale,7,7,4,8,3,2
Peucedanum oreoselinum,6,6,4,6,3,0
Peucedanum ostruthium,7,4,6,6,7,0
Peucedanum palustre,7,6,9,5,4,0
Phacelia tanacetifolia,8,6,5,7,7,0
Phalaris arundinacea,7,5,8,7,7,1
Phalaris canariensis,7,6,4,8,7,1
Phegopteris connectilis,2,4,6,3,5,0
Phelipanche arenaria,8,8,2,8,2,0
Phelipanche caesia,8,7,2,8,2,0
Phelipanche purpurea,9,7,2,8,2,0
Phelipanche purpurea ssp. bohemica,9,7,2,8,2,0
Phelipanche purpurea ssp. purpurea,9,7,2,8,2,0
Phleum alpinum,7,3,5,4,4,0
Phleum nodosum,8,6,4,7,5,0
Phleum paniculatum,7,6,4,8,4,0
Phleum phleoides,8,6,3,7,3,0
Phleum pratense,7,5,5,6,7,1
Phleum pratense agg.,7,5,5,6,7,1
Phlomis tuberosa,7,7,4,8,4,0
Phragmites australis,7,5,10,7,6,1
Physalis alkekengi,6,7,6,8,7,0
Physalis alkekengi var. alkekengi,6,7,6,8,7,0
Physalis alkekengi var. franchetii,6,7,6,8,7,0
Phyteuma nigrum,7,4,5,5,4,0
Phyteuma orbiculare,7,4,5,7,3,0
Phyteuma spicatum,6,5,5,6,5,0
Phytolacca esculenta,6,7,4,4,7,0
Picea abies,5,4,6,4,4,0
Picris hieracioides,8,6,4,7,5,0
Pilosella aurantiaca,8,3,5,4,4,0
Pilosella auriculoides,8,7,3,5,2,0
Pilosella bauhini,8,7,3,7,3,0
Pilosella bauhini ssp. bauhini,8,7,3,7,3,0
Pilosella bauhini ssp. magyarica,8,7,3,7,3,0
Pilosella caespitosa,8,5,5,6,4,0
Pilosella cymosa,8,6,3,7,3,0
Pilosella cymosa ssp. cymosa,8,6,3,7,2,0
Pilosella cymosa ssp. vaillantii,8,6,3,7,4,0
Pilosella densiflora,8,7,3,7,3,0
Pilosella echioides,8,7,2,6,1,0
Pilosella floribunda,8,4,5,3,4,0
Pilosella fusca,8,4,5,3,2,0
Pilosella iserana,7,4,5,4,4,0
Pilosella lactucella,7,5,6,4,2,0
Pilosella officinarum,7,5,4,5,2,0
Pilosella piloselloides,8,6,4,8,4,0
Pilosella piloselloides agg.,8,7,3,7,3,0
Pilosella piloselloides ssp. piloselloides,8,6,4,8,4,0
Pilosella piloselloides ssp. praealta,8,6,4,8,4,0
Pilosella rothiana,8,7,3,8,3,0
Pilularia globulifera,8,6,9,4,2,0
Pimpinella major,7,5,5,7,6,0
Pimpinella saxifraga,7,5,3,6,3,1
Pimpinella saxifraga ssp. nigra,7,6,3,6,3,1
Pimpinella saxifraga ssp. saxifraga,7,5,3,6,3,1
Pinguicula vulgaris,8,5,8,7,2,0
Pinguicula vulgaris ssp. bohemica,8,6,8,7,2,0
Pinguicula vulgaris ssp. vulgaris,8,4,8,7,2,0
Pinus x ascendens nothossp. skalickyi,8,3,8,1,1,0
Pinus x rhaetica nothossp. digenea,7,4,8,1,2,0
Pinus banksiana,6,6,4,3,3,0
Pinus mugo,8,3,6,4,3,0
Pinus mugo agg.,8,3,7,3,2,0
Pinus nigra,7,6,3,8,3,0
Pinus nigra ssp. nigra,7,6,3,8,3,0
Pinus strobus,5,5,4,2,3,0
Pinus sylvestris,6,5,5,5,2,0
Pinus uncinata,7,4,8,1,1,0
Pinus uncinata ssp. uliginosa,7,4,8,1,1,0
Plantago altissima,7,7,7,7,5,2
Plantago arenaria,9,7,3,5,3,0
Plantago atrata,8,3,5,5,3,0
Plantago atrata ssp. sudetica,8,3,5,5,3,0
Plantago coronopus,8,7,6,6,4,3
Plantago coronopus ssp. coronopus,8,7,6,6,4,3
Plantago lanceolata,7,5,5,6,5,1
Plantago lanceolata var. lanceolata,7,5,5,6,5,1
Plantago lanceolata var. sphaerostachya,7,5,5,6,5,1
Plantago major,7,5,5,6,6,1
Plantago major agg.,7,5,6,6,6,1
Plantago major ssp. major,7,5,5,6,6,1
Plantago maritima,8,6,7,8,5,7
Plantago maritima ssp. ciliata,8,6,7,8,5,7
Plantago media,7,6,4,7,4,0
Plantago media ssp. longifolia,7,6,4,7,4,0
Plantago media ssp. media,7,6,4,7,4,0
Plantago uliginosa,8,6,7,5,6,2
Platanthera bifolia,6,6,5,6,4,0
Platanthera bifolia agg.,6,6,5,6,4,0
Platanthera chlorantha,6,6,5,7,4,0
Platycladus orientalis,6,6,4,8,4,0
Pleurospermum austriacum,5,4,6,7,6,0
Poa alpina,7,3,5,6,6,0
Poa angustifolia,7,6,4,6,4,1
Poa annua,7,5,6,6,8,1
Poa annua agg.,7,5,6,6,8,1
Poa badensis,9,7,2,9,2,0
Poa bulbosa,8,7,3,6,3,1
Poa compressa,9,6,3,7,3,1
Poa humilis,7,5,5,5,4,0
Poa chaixii,6,4,6,3,4,0
Poa laxa,7,2,6,4,2,0
Poa nemoralis,5,5,5,6,5,0
Poa palustris,6,5,8,6,7,1
Poa pratensis,6,5,5,6,6,1
Poa pratensis agg.,6,5,5,6,5,1
Poa remota,5,5,7,6,7,0
Poa riphaea,9,1,2,1,1,0
Poa supina,7,4,5,6,7,0
Poa trivialis,6,5,7,6,7,0
Polemonium caeruleum,6,4,7,7,6,0
Polycarpon tetraphyllum,8,8,4,5,7,1
Polycnemum arvense,9,7,3,6,3,0
Polycnemum majus,9,7,3,7,3,0
Polygala amara,8,5,4,8,2,0
Polygala amara agg.,8,5,6,8,2,0
Polygala amara ssp. brachyptera,8,5,4,8,2,0
Polygala amarella,8,5,8,8,2,0
Polygala amarella ssp. amarella,8,5,7,8,2,0
Polygala amarella ssp. austriaca,8,5,8,8,2,0
Polygala comosa,8,6,3,8,3,0
Polygala chamaebuxus,6,4,4,7,2,0
Polygala major,8,7,3,8,3,0
Polygala multicaulis,7,5,5,3,3,0
Polygala serpyllifolia,8,4,6,2,2,0
Polygala vulgaris,7,5,5,4,3,0
Polygala vulgaris agg.,7,5,5,4,3,0
Polygonatum latifolium,4,7,5,7,6,0
Polygonatum multiflorum,3,6,5,6,5,0
Polygonatum odoratum,6,6,3,7,3,0
Polygonatum verticillatum,4,4,5,4,5,0
Polygonum arenastrum,8,6,4,6,7,1
Polygonum aviculare,7,6,5,6,7,1
Polygonum aviculare agg.,7,6,4,6,7,1
Polygonum rurivagum,7,6,4,6,7,1
Polypodium interjectum,7,5,4,8,2,0
Polypodium vulgare,5,5,4,5,3,0
Polypodium vulgare agg.,6,5,4,6,3,0
Polystichum aculeatum,3,5,6,6,7,0
Polystichum braunii,3,4,6,6,7,0
Polystichum lonchitis,6,4,6,8,5,0
Polystichum setiferum,3,5,6,6,7,0
Populus x canadensis,6,6,6,7,7,1
Populus alba,5,7,7,7,6,1
Populus nigra,5,6,8,7,7,0
Populus nigra agg.,5,6,8,7,7,0
Populus nigra ssp. nigra,5,6,8,7,7,0
Populus tremula,6,5,5,5,5,0
Portulaca grandiflora,9,8,4,6,7,1
Portulaca oleracea,8,8,4,7,7,2
Portulaca oleracea ssp. oleracea,8,8,4,7,7,2
Portulaca oleracea ssp. sativa,8,8,4,7,7,2
Potamogeton acutifolius,7,6,12,6,6,1
Potamogeton alpinus,7,4,11,6,4,1
Potamogeton berchtoldii,6,5,12,8,6,0
Potamogeton coloratus,8,6,11,8,5,0
Potamogeton compressus,6,5,12,8,4,1
Potamogeton crispus,6,5,12,8,7,1
Potamogeton friesii,5,6,12,6,6,1
Potamogeton gramineus,8,5,12,6,5,0
Potamogeton lucens,6,6,12,7,7,1
Potamogeton natans,6,5,11,6,6,1
Potamogeton nodosus,6,6,12,8,6,1
Potamogeton obtusifolius,6,6,12,6,6,0
Potamogeton perfoliatus,7,5,12,7,5,0
Potamogeton polygonifolius,7,5,10,3,3,0
Potamogeton praelongus,8,5,12,8,5,1
Potamogeton pusillus,6,5,12,8,6,2
Potamogeton pusillus agg.,6,5,12,8,6,1
Potamogeton trichoides,7,6,12,6,6,1
Potentilla alba,6,6,4,7,4,0
Potentilla anglica,7,5,6,5,4,0
Potentilla anserina,7,6,6,7,7,3
Potentilla anserina ssp. anserina,7,6,6,7,7,3
Potentilla argentea,9,6,2,5,3,0
Potentilla aurea,8,3,5,3,3,0
Potentilla collina,8,7,2,5,3,0
Potentilla crantzii,7,4,4,7,2,0
Potentilla crantzii ssp. serpentini,7,4,4,7,2,0
Potentilla erecta,6,5,7,4,3,0
Potentilla heptaphylla,7,6,3,8,4,0
Potentilla heptaphylla agg.,7,6,3,8,4,0
Potentilla incana,9,7,2,8,2,0
Potentilla inclinata,9,7,3,6,4,0
Potentilla intermedia,8,6,3,7,4,0
Potentilla micrantha,5,7,4,7,5,0
Potentilla norvegica,7,6,6,5,5,1
Potentilla patula,8,7,3,8,3,0
Potentilla puberula,8,6,3,5,2,0
Potentilla recta,8,7,3,7,3,0
Potentilla reptans,6,6,6,7,6,1
Potentilla sterilis,5,5,4,6,5,0
Potentilla supina,7,6,7,6,7,1
Potentilla supina ssp. paradoxa,7,6,7,6,7,1
Potentilla supina ssp. supina,7,6,7,6,7,1
Potentilla verna,8,6,3,6,2,0
Potentilla verna agg.,8,6,3,6,2,0
Prenanthes purpurea,4,4,5,5,6,0
Primula elatior,5,5,6,7,6,0
Primula elatior ssp. corcontica,5,4,6,7,6,0
Primula elatior ssp. elatior,5,5,6,7,6,0
Primula elatior ssp. tatrensis,5,4,6,7,6,0
Primula farinosa,8,4,8,8,2,0
Primula minima,9,1,5,2,2,0
Primula veris,7,6,4,7,4,0
Primula veris ssp. canescens,7,6,4,7,4,0
Primula veris ssp. veris,7,6,4,7,4,0
Primula vulgaris,5,6,5,7,5,0
Primula vulgaris ssp. vulgaris,5,6,5,7,5,0
Prunella grandiflora,7,6,3,8,3,0
Prunella laciniata,7,6,3,8,3,0
Prunella vulgaris,7,5,5,6,5,1
Prunus avium,6,5,5,7,5,0
Prunus cerasifera,6,6,5,7,6,0
Prunus cerasus,6,6,5,7,5,0
Prunus domestica,6,5,5,7,5,0
Prunus domestica agg.,6,5,5,7,5,0
Prunus fruticosa,8,7,3,8,3,0
Prunus insititia,6,6,5,7,5,0
Prunus mahaleb,7,7,3,8,4,0
Prunus mahaleb ssp. mahaleb,7,7,3,8,4,0
Prunus mahaleb ssp. simonkaii,7,7,3,8,4,0
Prunus padus,5,5,8,7,6,0
Prunus padus ssp. borealis,7,3,7,6,4,0
Prunus padus ssp. padus,5,5,8,7,6,0
Prunus serotina,6,6,5,4,4,0
Prunus spinosa,7,6,4,7,5,0
Prunus tenella,9,7,3,8,4,0
Pseudofumaria lutea,6,6,5,8,6,0
Pseudognaphalium luteoalbum,8,6,7,4,3,0
Pseudorchis albida,8,4,5,3,2,0
Pseudotsuga menziesii,4,6,5,5,5,0
Pseudoturritis turrita,6,6,4,8,6,0
Pteridium aquilinum,6,5,5,3,3,0
Pteridium aquilinum ssp. aquilinum,6,5,5,3,3,0
Puccinellia distans,9,6,6,7,5,5
Pulicaria dysenterica,8,6,7,7,6,4
Pulicaria vulgaris,9,6,8,7,7,1
Pulmonaria angustifolia,6,7,4,7,3,0
Pulmonaria mollis,6,6,4,8,5,0
Pulmonaria obscura,4,6,6,7,7,0
Pulmonaria officinalis,4,6,5,7,6,0
Pulmonaria officinalis agg.,4,6,5,7,6,0
Pulsatilla alpina,8,2,5,2,2,0
Pulsatilla alpina ssp. alba,8,2,5,2,2,0
Pulsatilla grandis,8,7,3,7,2,0
Pulsatilla grandis ssp. grandis,8,7,3,7,2,0
Pulsatilla patens,7,6,3,6,2,0
Pulsatilla pratensis,8,6,3,7,2,0
Pulsatilla pratensis ssp. bohemica,8,6,3,7,2,0
Pulsatilla vernalis,8,4,4,3,2,0
Pulsatilla vernalis var. alpestris,8,3,4,3,2,0
Pulsatilla vernalis var. vernalis,7,5,4,3,2,0
Pulsatilla vulgaris,8,6,3,7,2,0
Pyrola chlorantha,5,5,4,5,3,0
Pyrola media,4,4,4,4,3,0
Pyrola minor,6,4,5,4,3,0
Pyrola rotundifolia,4,4,5,5,3,0
Pyrola rotundifolia ssp. rotundifolia,4,4,5,5,3,0
Pyrus communis,6,6,5,7,5,0
Pyrus communis agg.,6,6,5,7,5,0
Pyrus pyraster,6,6,4,7,5,0
Quercus cerris,6,8,4,6,4,0
Quercus dalechampii,6,6,4,6,4,0
Quercus petraea,6,6,5,5,4,0
Quercus petraea agg.,6,6,5,5,4,0
Quercus polycarpa,6,6,4,6,4,0
Quercus pubescens,7,8,3,7,3,0
Quercus pubescens agg.,7,8,3,7,3,0
Quercus robur,6,6,6,6,5,0
Quercus rubra,5,6,5,6,5,0
Quercus virgiliana,7,8,3,7,3,0
Radiola linoides,8,6,7,3,2,0
Ranunculus aconitifolius,6,4,8,4,5,0
Ranunculus acris,7,5,6,6,5,0
Ranunculus acris ssp. acris,7,5,6,6,5,0
Ranunculus acris ssp. friesianus,7,5,6,6,5,0
Ranunculus arvensis,7,6,4,8,6,0
Ranunculus auricomus agg.,5,5,6,6,6,0
Ranunculus bulbosus,8,6,4,7,3,0
Ranunculus flammula,7,5,9,3,3,0
Ranunculus illyricus,8,7,3,7,3,0
Ranunculus lanuginosus,3,5,6,7,7,0
Ranunculus lingua,7,6,10,6,6,0
Ranunculus nemorosus,6,5,5,5,4,0
Ranunculus platanifolius,5,4,6,6,7,0
Ranunculus polyanthemos,6,6,4,7,3,0
Ranunculus repens,6,5,7,7,7,1
Ranunculus sardous,8,6,8,7,7,3
Ranunculus sardous ssp. sardous,8,6,8,7,7,3
Ranunculus sardous ssp. xatardii,8,6,8,7,7,3
Ranunculus sceleratus,8,6,9,7,9,1
Raphanus raphanistrum,7,5,5,5,6,0
Rapistrum perenne,8,7,3,8,5,0
Rapistrum rugosum,8,7,3,8,6,0
Rapistrum rugosum ssp. orientale,8,7,3,8,6,0
Rapistrum rugosum ssp. rugosum,8,7,3,8,6,0
Reseda lutea,8,6,3,8,5,0
Reseda luteola,8,7,4,8,6,0
Reseda phyteuma,9,8,2,8,3,0
Reynoutria japonica,7,5,7,6,8,0
Reynoutria japonica var. compacta,7,5,7,6,8,0
Reynoutria japonica var. japonica,7,5,7,6,8,0
Reynoutria sachalinensis,7,6,7,7,7,0
Reynoutria xbohemica,7,6,7,6,8,0
Rhamnus cathartica,7,5,4,8,5,0
Rhinanthus alectorolophus,8,6,4,7,5,0
Rhinanthus major,7,5,5,7,3,0
Rhinanthus minor,7,5,4,5,4,0
Rhinanthus riphaeus,7,3,5,3,3,0
Rhodiola rosea,7,3,4,3,2,0
Rhododendron tomentosum,5,4,7,1,2,0
Rhynchospora alba,8,5,9,3,2,0
Rhynchospora fusca,8,5,9,2,2,0
Ribes alpinum,5,4,6,7,6,0
Ribes aureum,7,6,5,7,6,0
Ribes nigrum,4,5,7,6,6,0
Ribes petraeum,5,3,6,5,6,0
Ribes rubrum,4,5,7,6,6,0
Ribes uva-crispa,4,5,6,6,6,0
Ribes uva-crispa ssp. grossularia,4,5,6,6,6,0
Ribes uva-crispa ssp. uva-crispa,4,5,6,6,6,0
Robinia pseudoacacia,6,6,4,6,7,1
Rorippa x anceps,7,6,9,7,7,1
Rorippa amphibia,7,6,10,7,8,0
Rorippa austriaca,7,7,7,7,6,1
Rorippa palustris,7,6,9,6,7,1
Rorippa sylvestris,7,6,8,7,7,1
Rosa agrestis,8,6,3,8,4,0
Rosa agrestis var. agrestis,8,6,3,8,4,0
Rosa agrestis var. albiflora,8,6,3,8,4,0
Rosa agrestis var. gizellae,8,6,3,8,4,0
Rosa agrestis var. schulzei,8,6,3,8,4,0
Rosa arvensis,5,5,5,6,5,0
Rosa canina,7,5,4,7,4,0
Rosa canina agg.,7,5,4,7,4,0
Rosa canina ssp. canina,7,5,4,7,4,0
Rosa canina ssp. corymbifera,7,5,4,7,4,0
